,review_id,rating
0,214942,1
1,214943,1
2,214944,1
3,214945,9
4,214946,1
5,214947,1
6,214948,1
7,214949,1
8,214950,3
9,214951,1
10,214952,3
11,214953,1
12,214954,4
13,214955,1
14,214956,6
15,214957,1
16,214958,1
17,214959,6
18,214960,1
19,214961,1
20,214962,1
21,214963,1
22,214964,1
23,214965,1
24,214966,4
25,214967,1
26,214968,1
27,214969,5
28,214970,4
29,214971,1
30,214972,1
31,214973,4
32,214974,1
33,214975,3
34,214976,1
35,214977,1
36,214978,1
37,214979,3
38,214980,2
39,214981,3
40,214982,1
41,214983,3
42,214984,1
43,214985,1
44,214986,1
45,214987,1
46,214988,1
47,214989,1
48,214990,1
49,214991,1
50,214992,1
51,214993,5
52,214994,5
53,214995,2
54,214996,1
55,214997,1
56,214998,1
57,214999,1
58,215000,1
59,215001,2
60,215002,1
61,215003,1
62,215004,1
63,215005,1
64,215006,1
65,215007,1
66,215008,1
67,215009,1
68,215010,1
69,215011,1
70,215012,2
71,215013,1
72,215014,6
73,215015,1
74,215016,1
75,215017,1
76,215018,1
77,215019,1
78,215020,1
79,215021,1
80,215022,1
81,215023,1
82,215024,3
83,215025,1
84,215026,1
85,215027,1
86,215028,2
87,215029,1
88,215030,1
89,215031,1
90,215032,5
91,215033,1
92,215034,3
93,215035,3
94,215036,2
95,215037,1
96,215038,2
97,215039,4
98,215040,1
99,215041,1
100,215042,2
101,215043,1
102,215044,1
103,215045,1
104,215046,1
105,215047,3
106,215048,4
107,215049,1
108,215050,1
109,215051,1
110,215052,1
111,215053,4
112,215054,1
113,215055,1
114,215056,1
115,215057,1
116,215058,1
117,215059,1
118,215060,4
119,215061,1
120,215062,1
121,215063,1
122,215064,1
123,215065,1
124,215066,1
125,215067,1
126,215068,1
127,215069,1
128,215070,1
129,215071,1
130,215072,1
131,215073,1
132,215074,6
133,215075,7
134,215076,1
135,215077,5
136,215078,1
137,215079,1
138,215080,5
139,215081,3
140,215082,2
141,215083,1
142,215084,1
143,215085,4
144,215086,1
145,215087,1
146,215088,2
147,215089,1
148,215090,1
149,215091,1
150,215092,3
151,215093,2
152,215094,5
153,215095,1
154,215096,1
155,215097,3
156,215098,2
157,215099,1
158,215100,2
159,215101,2
160,215102,2
161,215103,1
162,215104,4
163,215105,1
164,215106,5
165,215107,1
166,215108,5
167,215109,6
168,215110,1
169,215111,2
170,215112,2
171,215113,1
172,215114,1
173,215115,2
174,215116,1
175,215117,1
176,215118,3
177,215119,1
178,215120,2
179,215121,1
180,215122,2
181,215123,2
182,215124,2
183,215125,5
184,215126,2
185,215127,2
186,215128,2
187,215129,2
188,215130,2
189,215131,1
190,215132,2
191,215133,2
192,215134,2
193,215135,2
194,215136,4
195,215137,4
196,215138,2
197,215139,2
198,215140,2
199,215141,5
200,215142,1
201,215143,7
202,215144,1
203,215145,1
204,215146,1
205,215147,1
206,215148,5
207,215149,1
208,215150,1
209,215151,1
210,215152,1
211,215153,1
212,215154,1
213,215155,1
214,215156,1
215,215157,1
216,215158,1
217,215159,1
218,215160,3
219,215161,1
220,215162,1
221,215163,1
222,215164,4
223,215165,1
224,215166,1
225,215167,4
226,215168,6
227,215169,2
228,215170,1
229,215171,3
230,215172,1
231,215173,1
232,215174,6
233,215175,1
234,215176,2
235,215177,4
236,215178,1
237,215179,1
238,215180,5
239,215181,1
240,215182,2
241,215183,2
242,215184,4
243,215185,2
244,215186,5
245,215187,1
246,215188,4
247,215189,5
248,215190,2
249,215191,2
250,215192,1
251,215193,6
252,215194,2
253,215195,1
254,215196,1
255,215197,5
256,215198,2
257,215199,1
258,215200,1
259,215201,4
260,215202,1
261,215203,1
262,215204,2
263,215205,1
264,215206,1
265,215207,4
266,215208,1
267,215209,3
268,215210,1
269,215211,4
270,215212,5
271,215213,2
272,215214,4
273,215215,3
274,215216,2
275,215217,2
276,215218,4
277,215219,3
278,215220,6
279,215221,3
280,215222,1
281,215223,1
282,215224,4
283,215225,6
284,215226,5
285,215227,1
286,215228,3
287,215229,1
288,215230,3
289,215231,4
290,215232,3
291,215233,1
292,215234,1
293,215235,1
294,215236,2
295,215237,3
296,215238,1
297,215239,1
298,215240,5
299,215241,1
300,215242,1
301,215243,2
302,215244,5
303,215245,6
304,215246,1
305,215247,3
306,215248,1
307,215249,1
308,215250,1
309,215251,4
310,215252,1
311,215253,1
312,215254,1
313,215255,1
314,215256,1
315,215257,1
316,215258,1
317,215259,1
318,215260,1
319,215261,1
320,215262,1
321,215263,1
322,215264,1
323,215265,3
324,215266,1
325,215267,1
326,215268,1
327,215269,1
328,215270,1
329,215271,1
330,215272,1
331,215273,1
332,215274,4
333,215275,1
334,215276,1
335,215277,3
336,215278,1
337,215279,1
338,215280,1
339,215281,1
340,215282,1
341,215283,3
342,215284,1
343,215285,1
344,215286,3
345,215287,1
346,215288,1
347,215289,2
348,215290,2
349,215291,2
350,215292,2
351,215293,3
352,215294,2
353,215295,2
354,215296,2
355,215297,3
356,215298,2
357,215299,2
358,215300,2
359,215301,2
360,215302,1
361,215303,1
362,215304,5
363,215305,4
364,215306,1
365,215307,1
366,215308,1
367,215309,2
368,215310,1
369,215311,5
370,215312,1
371,215313,1
372,215314,1
373,215315,1
374,215316,1
375,215317,1
376,215318,1
377,215319,1
378,215320,1
379,215321,1
380,215322,2
381,215323,1
382,215324,6
383,215325,1
384,215326,1
385,215327,1
386,215328,1
387,215329,1
388,215330,1
389,215331,3
390,215332,6
391,215333,1
392,215334,1
393,215335,2
394,215336,1
395,215337,1
396,215338,1
397,215339,2
398,215340,1
399,215341,1
400,215342,1
401,215343,3
402,215344,2
403,215345,1
404,215346,2
405,215347,1
406,215348,6
407,215349,1
408,215350,1
409,215351,1
410,215352,1
411,215353,1
412,215354,1
413,215355,1
414,215356,1
415,215357,1
416,215358,2
417,215359,3
418,215360,2
419,215361,1
420,215362,5
421,215363,1
422,215364,3
423,215365,3
424,215366,1
425,215367,3
426,215368,5
427,215369,3
428,215370,3
429,215371,1
430,215372,6
431,215373,2
432,215374,1
433,215375,6
434,215376,4
435,215377,1
436,215378,1
437,215379,3
438,215380,2
439,215381,1
440,215382,1
441,215383,5
442,215384,2
443,215385,1
444,215386,6
445,215387,5
446,215388,1
447,215389,1
448,215390,1
449,215391,2
450,215392,2
451,215393,3
452,215394,1
453,215395,4
454,215396,2
455,215397,2
456,215398,2
457,215399,1
458,215400,2
459,215401,2
460,215402,1
461,215403,1
462,215404,4
463,215405,4
464,215406,4
465,215407,2
466,215408,4
467,215409,6
468,215410,1
469,215411,2
470,215412,1
471,215413,6
472,215414,1
473,215415,4
474,215416,4
475,215417,1
476,215418,1
477,215419,1
478,215420,1
479,215421,1
480,215422,3
481,215423,2
482,215424,1
483,215425,3
484,215426,3
485,215427,4
486,215428,2
487,215429,1
488,215430,3
489,215431,1
490,215432,2
491,215433,3
492,215434,3
493,215435,1
494,215436,5
495,215437,3
496,215438,1
497,215439,5
498,215440,1
499,215441,1
500,215442,1
501,215443,4
502,215444,4
503,215445,1
504,215446,3
505,215447,1
506,215448,1
507,215449,1
508,215450,1
509,215451,1
510,215452,1
511,215453,3
512,215454,2
513,215455,1
514,215456,1
515,215457,1
516,215458,1
517,215459,3
518,215460,5
519,215461,1
520,215462,6
521,215463,2
522,215464,1
523,215465,2
524,215466,2
525,215467,2
526,215468,1
527,215469,2
528,215470,1
529,215471,1
530,215472,1
531,215473,1
532,215474,4
533,215475,1
534,215476,1
535,215477,3
536,215478,1
537,215479,3
538,215480,4
539,215481,6
540,215482,4
541,215483,4
542,215484,4
543,215485,3
544,215486,4
545,215487,2
546,215488,2
547,215489,6
548,215490,1
549,215491,1
550,215492,1
551,215493,1
552,215494,1
553,215495,1
554,215496,1
555,215497,1
556,215498,1
557,215499,1
558,215500,1
559,215501,1
560,215502,1
561,215503,3
562,215504,1
563,215505,1
564,215506,1
565,215507,1
566,215508,2
567,215509,1
568,215510,1
569,215511,1
570,215512,1
571,215513,1
572,215514,2
573,215515,1
574,215516,1
575,215517,6
576,215518,5
577,215519,1
578,215520,1
579,215521,1
580,215522,1
581,215523,1
582,215524,4
583,215525,1
584,215526,1
585,215527,1
586,215528,1
587,215529,5
588,215530,1
589,215531,3
590,215532,1
591,215533,2
592,215534,6
593,215535,2
594,215536,1
595,215537,1
596,215538,2
597,215539,1
598,215540,1
599,215541,1
600,215542,2
601,215543,1
602,215544,3
603,215545,1
604,215546,1
605,215547,1
606,215548,1
607,215549,1
608,215550,5
609,215551,5
610,215552,2
611,215553,1
612,215554,2
613,215555,1
614,215556,1
615,215557,4
616,215558,1
617,215559,3
618,215560,2
619,215561,3
620,215562,1
621,215563,4
622,215564,1
623,215565,4
624,215566,1
625,215567,4
626,215568,2
627,215569,6
628,215570,3
629,215571,4
630,215572,1
631,215573,6
632,215574,5
633,215575,1
634,215576,5
635,215577,2
636,215578,1
637,215579,5
638,215580,1
639,215581,1
640,215582,1
641,215583,1
642,215584,1
643,215585,5
644,215586,5
645,215587,4
646,215588,3
647,215589,1
648,215590,1
649,215591,5
650,215592,4
651,215593,1
652,215594,1
653,215595,2
654,215596,1
655,215597,6
656,215598,2
657,215599,1
658,215600,1
659,215601,1
660,215602,2
661,215603,2
662,215604,2
663,215605,2
664,215606,5
665,215607,2
666,215608,2
667,215609,3
668,215610,1
669,215611,2
670,215612,1
671,215613,6
672,215614,4
673,215615,1
674,215616,4
675,215617,1
676,215618,2
677,215619,4
678,215620,1
679,215621,4
680,215622,5
681,215623,2
682,215624,2
683,215625,1
684,215626,1
685,215627,1
686,215628,2
687,215629,3
688,215630,4
689,215631,5
690,215632,1
691,215633,1
692,215634,4
693,215635,1
694,215636,4
695,215637,2
696,215638,3
697,215639,1
698,215640,6
699,215641,3
700,215642,1
701,215643,1
702,215644,1
703,215645,1
704,215646,1
705,215647,1
706,215648,1
707,215649,1
708,215650,1
709,215651,1
710,215652,1
711,215653,1
712,215654,1
713,215655,1
714,215656,1
715,215657,1
716,215658,1
717,215659,1
718,215660,1
719,215661,1
720,215662,1
721,215663,1
722,215664,1
723,215665,1
724,215666,1
725,215667,1
726,215668,1
727,215669,1
728,215670,1
729,215671,5
730,215672,3
731,215673,1
732,215674,1
733,215675,1
734,215676,1
735,215677,1
736,215678,1
737,215679,1
738,215680,2
739,215681,3
740,215682,1
741,215683,5
742,215684,1
743,215685,1
744,215686,1
745,215687,1
746,215688,5
747,215689,1
748,215690,5
749,215691,5
750,215692,1
751,215693,3
752,215694,1
753,215695,5
754,215696,2
755,215697,1
756,215698,1
757,215699,1
758,215700,1
759,215701,1
760,215702,2
761,215703,1
762,215704,1
763,215705,1
764,215706,1
765,215707,1
766,215708,1
767,215709,1
768,215710,1
769,215711,1
770,215712,1
771,215713,1
772,215714,1
773,215715,4
774,215716,1
775,215717,1
776,215718,1
777,215719,1
778,215720,1
779,215721,2
780,215722,1
781,215723,1
782,215724,2
783,215725,1
784,215726,1
785,215727,1
786,215728,1
787,215729,1
788,215730,2
789,215731,2
790,215732,2
791,215733,2
792,215734,3
793,215735,1
794,215736,2
795,215737,1
796,215738,4
797,215739,2
798,215740,2
799,215741,1
800,215742,2
801,215743,1
802,215744,1
803,215745,3
804,215746,1
805,215747,1
806,215748,1
807,215749,2
808,215750,1
809,215751,5
810,215752,1
811,215753,2
812,215754,1
813,215755,1
814,215756,1
815,215757,5
816,215758,5
817,215759,3
818,215760,1
819,215761,2
820,215762,1
821,215763,2
822,215764,3
823,215765,1
824,215766,1
825,215767,4
826,215768,2
827,215769,4
828,215770,4
829,215771,1
830,215772,1
831,215773,1
832,215774,2
833,215775,1
834,215776,1
835,215777,2
836,215778,1
837,215779,2
838,215780,1
839,215781,1
840,215782,1
841,215783,1
842,215784,1
843,215785,1
844,215786,1
845,215787,1
846,215788,1
847,215789,1
848,215790,5
849,215791,1
850,215792,2
851,215793,1
852,215794,2
853,215795,4
854,215796,6
855,215797,1
856,215798,4
857,215799,2
858,215800,5
859,215801,1
860,215802,2
861,215803,3
862,215804,1
863,215805,1
864,215806,1
865,215807,1
866,215808,1
867,215809,1
868,215810,1
869,215811,2
870,215812,2
871,215813,1
872,215814,2
873,215815,3
874,215816,1
875,215817,1
876,215818,2
877,215819,3
878,215820,3
879,215821,6
880,215822,1
881,215823,2
882,215824,1
883,215825,4
884,215826,2
885,215827,1
886,215828,2
887,215829,1
888,215830,1
889,215831,1
890,215832,1
891,215833,1
892,215834,6
893,215835,1
894,215836,1
895,215837,1
896,215838,1
897,215839,1
898,215840,1
899,215841,1
900,215842,1
901,215843,6
902,215844,5
903,215845,1
904,215846,1
905,215847,2
906,215848,1
907,215849,8
908,215850,2
909,215851,2
910,215852,1
911,215853,1
912,215854,1
913,215855,1
914,215856,1
915,215857,1
916,215858,4
917,215859,4
918,215860,1
919,215861,5
920,215862,1
921,215863,1
922,215864,1
923,215865,5
924,215866,1
925,215867,2
926,215868,5
927,215869,3
928,215870,5
929,215871,1
930,215872,1
931,215873,4
932,215874,1
933,215875,1
934,215876,2
935,215877,1
936,215878,1
937,215879,6
938,215880,2
939,215881,1
940,215882,2
941,215883,1
942,215884,1
943,215885,1
944,215886,1
945,215887,4
946,215888,1
947,215889,2
948,215890,1
949,215891,2
950,215892,1
951,215893,4
952,215894,1
953,215895,1
954,215896,2
955,215897,1
956,215898,1
957,215899,3
958,215900,1
959,215901,5
960,215902,4
961,215903,2
962,215904,2
963,215905,5
964,215906,5
965,215907,5
966,215908,2
967,215909,1
968,215910,2
969,215911,3
970,215912,1
971,215913,2
972,215914,3
973,215915,2
974,215916,6
975,215917,1
976,215918,1
977,215919,4
978,215920,5
979,215921,4
980,215922,5
981,215923,5
982,215924,3
983,215925,1
984,215926,1
985,215927,5
986,215928,2
987,215929,1
988,215930,7
989,215931,1
990,215932,1
991,215933,1
992,215934,1
993,215935,4
994,215936,1
995,215937,1
996,215938,1
997,215939,1
998,215940,1
999,215941,4
1000,215942,1
1001,215943,1
1002,215944,4
1003,215945,1
1004,215946,2
1005,215947,6
1006,215948,1
1007,215949,1
1008,215950,1
1009,215951,1
1010,215952,1
1011,215953,1
1012,215954,2
1013,215955,1
1014,215956,2
1015,215957,1
1016,215958,2
1017,215959,2
1018,215960,2
1019,215961,3
1020,215962,4
1021,215963,2
1022,215964,2
1023,215965,2
1024,215966,1
1025,215967,2
1026,215968,4
1027,215969,2
1028,215970,2
1029,215971,2
1030,215972,1
1031,215973,1
1032,215974,1
1033,215975,1
1034,215976,2
1035,215977,2
1036,215978,1
1037,215979,1
1038,215980,3
1039,215981,1
1040,215982,2
1041,215983,5
1042,215984,1
1043,215985,1
1044,215986,3
1045,215987,2
1046,215988,1
1047,215989,2
1048,215990,1
1049,215991,1
1050,215992,1
1051,215993,1
1052,215994,1
1053,215995,1
1054,215996,3
1055,215997,2
1056,215998,1
1057,215999,3
1058,216000,1
1059,216001,1
1060,216002,1
1061,216003,1
1062,216004,2
1063,216005,1
1064,216006,1
1065,216007,1
1066,216008,1
1067,216009,1
1068,216010,1
1069,216011,1
1070,216012,1
1071,216013,1
1072,216014,1
1073,216015,1
1074,216016,3
1075,216017,1
1076,216018,2
1077,216019,2
1078,216020,2
1079,216021,1
1080,216022,1
1081,216023,7
1082,216024,1
1083,216025,6
1084,216026,1
1085,216027,1
1086,216028,5
1087,216029,3
1088,216030,1
1089,216031,1
1090,216032,3
1091,216033,4
1092,216034,2
1093,216035,1
1094,216036,4
1095,216037,3
1096,216038,2
1097,216039,1
1098,216040,1
1099,216041,1
1100,216042,6
1101,216043,1
1102,216044,8
1103,216045,1
1104,216046,2
1105,216047,4
1106,216048,1
1107,216049,1
1108,216050,1
1109,216051,1
1110,216052,1
1111,216053,2
1112,216054,1
1113,216055,4
1114,216056,6
1115,216057,1
1116,216058,1
1117,216059,1
1118,216060,1
1119,216061,2
1120,216062,6
1121,216063,4
1122,216064,2
1123,216065,1
1124,216066,2
1125,216067,4
1126,216068,2
1127,216069,5
1128,216070,1
1129,216071,2
1130,216072,1
1131,216073,2
1132,216074,2
1133,216075,1
1134,216076,2
1135,216077,1
1136,216078,5
1137,216079,1
1138,216080,1
1139,216081,1
1140,216082,1
1141,216083,1
1142,216084,1
1143,216085,2
1144,216086,1
1145,216087,1
1146,216088,1
1147,216089,6
1148,216090,1
1149,216091,1
1150,216092,1
1151,216093,5
1152,216094,4
1153,216095,1
1154,216096,2
1155,216097,1
1156,216098,1
1157,216099,2
1158,216100,5
1159,216101,1
1160,216102,1
1161,216103,1
1162,216104,1
1163,216105,1
1164,216106,1
1165,216107,1
1166,216108,1
1167,216109,1
1168,216110,1
1169,216111,1
1170,216112,2
1171,216113,1
1172,216114,3
1173,216115,1
1174,216116,1
1175,216117,2
1176,216118,4
1177,216119,1
1178,216120,6
1179,216121,1
1180,216122,7
1181,216123,2
1182,216124,6
1183,216125,5
1184,216126,6
1185,216127,3
1186,216128,2
1187,216129,6
1188,216130,4
1189,216131,3
1190,216132,1
1191,216133,8
1192,216134,1
1193,216135,1
1194,216136,1
1195,216137,1
1196,216138,6
1197,216139,1
1198,216140,4
1199,216141,7
1200,216142,2
1201,216143,1
1202,216144,1
1203,216145,2
1204,216146,2
1205,216147,2
1206,216148,1
1207,216149,5
1208,216150,4
1209,216151,1
1210,216152,1
1211,216153,1
1212,216154,1
1213,216155,1
1214,216156,3
1215,216157,3
1216,216158,5
1217,216159,3
1218,216160,1
1219,216161,4
1220,216162,1
1221,216163,1
1222,216164,1
1223,216165,2
1224,216166,1
1225,216167,1
1226,216168,4
1227,216169,5
1228,216170,5
1229,216171,1
1230,216172,2
1231,216173,3
1232,216174,1
1233,216175,2
1234,216176,2
1235,216177,3
1236,216178,1
1237,216179,1
1238,216180,2
1239,216181,1
1240,216182,2
1241,216183,1
1242,216184,1
1243,216185,6
1244,216186,1
1245,216187,8
1246,216188,6
1247,216189,1
1248,216190,1
1249,216191,5
1250,216192,1
1251,216193,2
1252,216194,2
1253,216195,1
1254,216196,7
1255,216197,1
1256,216198,2
1257,216199,1
1258,216200,3
1259,216201,1
1260,216202,2
1261,216203,5
1262,216204,7
1263,216205,1
1264,216206,1
1265,216207,2
1266,216208,4
1267,216209,1
1268,216210,6
1269,216211,5
1270,216212,1
1271,216213,2
1272,216214,1
1273,216215,4
1274,216216,1
1275,216217,1
1276,216218,1
1277,216219,2
1278,216220,4
1279,216221,4
1280,216222,3
1281,216223,1
1282,216224,9
1283,216225,1
1284,216226,1
